aluguel_id,cliente_id,hospedagem_id,data_inicio,data_fim,preco_total
3535,3535,22,2022-10-17,2022-10-22,500.0
3536,3536,11,2023-01-31,2023-02-06,2526.0
3537,3537,23,2023-06-03,2023-06-08,2130.0
3538,3538,29,2023-05-13,2023-05-20,2051.0
3539,3539,32,2022-12-21,2022-12-23,1038.0
354,354,6,2024-01-25,2024-01-27,1962.0
3540,3540,31,2024-01-06,2024-01-10,1908.0
3541,3541,21,2023-09-29,2023-10-01,1796.0
3542,3542,23,2022-06-27,2022-06-29,802.0
3543,3543,15,2023-05-25,2023-05-27,278.0
3544,3544,24,2024-01-24,2024-01-28,1072.0
3545,3545,25,2022-10-01,2022-10-08,5670.0
3546,3546,1,2023-01-23,2023-01-29,1812.0
3547,3547,25,2023-10-08,2023-10-11,825.0
3548,3548,23,2023-07-19,2023-07-24,3690.0
3549,3549,25,2022-07-17,2022-07-18,820.0
355,355,3,2022-03-17,2022-03-24,2590.0
3550,3550,24,2022-12-29,2023-01-02,2244.0
3551,3551,29,2024-01-30,2024-02-06,2457.0
3552,3552,29,2024-01-19,2024-01-23,3608.0
3553,3553,26,2023-09-05,2023-09-08,654.0
3554,3554,28,2022-10-11,2022-10-15,3432.0
3555,3555,23,2022-09-27,2022-10-02,2315.0
3556,3556,22,2022-12-31,2023-01-03,1065.0
3557,3557,21,2023-01-27,2023-02-02,5502.0
3558,3558,28,2022-03-23,2022-03-28,1000.0
3559,3559,8,2022-10-05,2022-10-06,751.0
356,356,3,2023-09-27,2023-09-29,1076.0
3560,3560,24,2022-09-06,2022-09-09,1332.0
3561,3561,27,2022-06-09,2022-06-14,4575.0
3562,3562,30,2023-05-17,2023-05-22,3210.0
3563,3563,18,2023-03-12,2023-03-14,330.0
3564,3564,24,2023-06-14,2023-06-15,598.0
3565,3565,9,2024-01-02,2024-01-04,1188.0
3566,3566,32,2023-03-02,2023-03-03,363.0
3567,3567,13,2023-12-12,2023-12-15,471.0
3568,3568,29,2022-04-21,2022-04-27,4554.0
3569,3569,24,2023-08-13,2023-08-20,6692.0
357,357,3,2022-06-13,2022-06-15,1976.0
3570,3570,25,2023-06-07,2023-06-13,2628.0
3571,3571,26,2023-08-10,2023-08-14,2848.0
3572,3572,31,2023-12-27,2024-01-01,2610.0
3573,3573,26,2022-09-29,2022-10-06,2779.0
3574,3574,32,2023-12-23,2023-12-27,1700.0
3575,3575,16,2022-09-24,2022-10-01,2093.0
3576,3576,33,2023-12-22,2023-12-27,4370.0
3577,3577,16,2023-09-12,2023-09-16,1416.0
3578,3578,18,2022-06-04,2022-06-06,620.0
3579,3579,19,2022-06-26,2022-07-02,4926.0
358,358,4,2023-07-10,2023-07-12,430.0
3580,3580,21,2022-08-24,2022-08-27,495.0
3581,3581,31,2023-04-20,2023-04-26,5292.0
3582,3582,14,2022-03-09,2022-03-16,2835.0
3583,3583,21,2022-06-26,2022-07-02,2454.0
3584,3584,21,2023-02-04,2023-02-08,1520.0
3585,3585,12,2022-07-29,2022-07-30,825.0
3586,3586,18,2024-02-01,2024-02-03,1386.0
3587,3587,21,2022-05-05,2022-05-09,556.0
3588,3588,23,2022-11-15,2022-11-21,4974.0
3589,3589,21,2023-12-28,2024-01-04,1477.0
359,359,4,2022-10-07,2022-10-14,2415.0
3590,3590,22,2023-06-26,2023-06-30,1388.0
3591,3591,16,2023-08-17,2023-08-19,1358.0
3592,3592,20,2023-01-05,2023-01-08,336.0
3593,3593,29,2023-12-22,2023-12-25,2553.0
3594,3594,24,2023-01-22,2023-01-29,5341.0
3595,3595,24,2023-01-07,2023-01-10,2100.0
3596,3596,26,2023-12-05,2023-12-07,250.0
3597,3597,24,2023-02-17,2023-02-23,4980.0
3598,3598,25,2023-10-13,2023-10-17,1264.0
3599,3599,19,2023-01-30,2023-02-06,1862.0
36,36,1,2023-04-13,2023-04-17,1716.0
360,360,3,2023-12-04,2023-12-08,1568.0
3600,3600,8,2023-12-12,2023-12-13,199.0
3601,3601,28,2022-04-27,2022-04-29,278.0
3602,3602,14,2023-08-31,2023-09-03,2274.0
3603,3603,27,2022-09-29,2022-10-05,5502.0
3604,3604,17,2022-07-13,2022-07-15,1582.0
3605,3605,22,2024-01-11,2024-01-12,838.0
3606,3606,29,2022-04-29,2022-05-03,1736.0
3607,3607,22,2022-08-27,2022-08-31,3860.0
3608,3608,30,2024-01-07,2024-01-14,3738.0
3609,3609,6,2023-02-24,2023-03-01,1210.0
361,361,1,2023-11-09,2023-11-15,5886.0
3610,3610,25,2022-05-30,2022-05-31,552.0
3611,3611,29,2023-06-19,2023-06-22,1353.0
3612,3612,32,2024-01-01,2024-01-07,1686.0
3613,3613,26,2022-10-07,2022-10-08,218.0
3614,3614,30,2023-05-05,2023-05-11,2154.0
3615,3615,27,2022-05-21,2022-05-25,2952.0
3616,3616,21,2022-08-03,2022-08-07,488.0
3617,3617,29,2023-04-14,2023-04-21,4746.0
3618,3618,34,2023-01-14,2023-01-16,616.0
3619,3619,26,2023-08-02,2023-08-07,4375.0
362,362,5,2023-12-20,2023-12-27,5138.0
3620,3620,33,2022-12-21,2022-12-25,1816.0
3621,3621,16,2023-09-02,2023-09-03,826.0
3622,3622,25,2023-04-11,2023-04-15,1888.0
3623,3623,23,2023-04-06,2023-04-12,4962.0
3624,3624,27,2023-07-05,2023-07-11,3552.0
3625,3625,18,2024-01-11,2024-01-14,834.0
3626,3626,32,2023-03-05,2023-03-11,3108.0
3627,3627,23,2022-08-16,2022-08-23,3570.0
3628,3628,19,2023-07-16,2023-07-18,1904.0
3629,3629,22,2022-08-23,2022-08-25,1846.0
363,363,4,2024-01-04,2024-01-07,2061.0
3630,3630,7,2022-12-13,2022-12-14,213.0
3631,3631,27,2023-03-30,2023-04-04,4770.0
3632,3632,19,2024-02-18,2024-02-22,3924.0
3633,3633,28,2023-08-12,2023-08-17,1450.0
3634,3634,28,2023-07-14,2023-07-18,2848.0
3635,3635,33,2024-01-05,2024-01-08,1026.0
3636,3636,18,2023-09-23,2023-09-28,2770.0
3637,3637,18,2022-05-07,2022-05-10,1788.0
3638,3638,28,2022-10-05,2022-10-08,567.0
3639,3639,25,2022-10-10,2022-10-16,3918.0
364,364,4,2022-09-08,2022-09-09,819.0
3640,3640,25,2023-07-19,2023-07-23,2356.0
3641,3641,21,2023-02-21,2023-02-23,538.0
3642,3642,10,2022-09-05,2022-09-07,1972.0
3643,3643,18,2023-08-24,2023-08-26,444.0
3644,3644,33,2023-03-06,2023-03-09,2322.0
3645,3645,28,2022-04-15,2022-04-18,2418.0
3646,3646,25,2022-08-09,2022-08-16,1029.0
3647,3647,25,2022-05-09,2022-05-11,800.0
3648,3648,5,2023-10-19,2023-10-24,2835.0
3649,3649,26,2022-09-11,2022-09-12,423.0
365,365,3,2022-09-19,2022-09-25,3870.0
3650,3650,11,2022-07-14,2022-07-15,284.0
3651,3651,11,2022-07-25,2022-07-26,153.0
3652,3652,33,2023-03-04,2023-03-10,4248.0
3653,3653,28,2022-10-27,2022-10-28,528.0
3654,3654,20,2023-08-26,2023-08-31,4505.0
3655,3655,21,2023-10-27,2023-10-28,537.0
3656,3656,31,2022-05-27,2022-05-30,1125.0
3657,3657,11,2022-03-08,2022-03-09,967.0
3658,3658,26,2023-11-10,2023-11-14,2824.0
3659,3659,25,2022-12-29,2023-01-05,1169.0
366,366,5,2023-08-28,2023-09-04,4487.0
3660,3660,9,2023-06-08,2023-06-09,928.0
3661,3661,21,2022-07-15,2022-07-22,4193.0
3662,3662,21,2023-08-23,2023-08-28,2665.0
3663,3663,18,2023-10-15,2023-10-16,290.0
3664,3664,26,2023-12-08,2023-12-10,888.0
3665,3665,34,2022-07-23,2022-07-30,1162.0
3666,3666,34,2023-03-05,2023-03-10,4325.0
3667,3667,24,2022-05-29,2022-05-30,879.0
3668,3668,26,2022-08-07,2022-08-14,6440.0
3669,3669,26,2022-04-16,2022-04-22,5970.0
367,367,5,2022-10-01,2022-10-08,2674.0
3670,3670,23,2022-06-26,2022-06-30,2048.0
3671,3671,2,2023-10-06,2023-10-10,3780.0
3672,3672,25,2023-12-19,2023-12-20,668.0
3673,3673,26,2024-01-14,2024-01-16,752.0
3674,3674,26,2023-09-19,2023-09-24,1525.0
3675,3675,18,2022-09-30,2022-10-01,100.0
3676,3676,8,2023-03-30,2023-03-31,185.0
3677,3677,6,2022-08-15,2022-08-17,850.0
3678,3678,22,2023-12-31,2024-01-01,953.0
3679,3679,21,2022-12-12,2022-12-14,1116.0
368,368,6,2023-08-27,2023-08-31,628.0
3680,3680,18,2023-04-11,2023-04-17,1236.0
3681,3681,27,2022-08-09,2022-08-15,2208.0
3682,3682,13,2023-06-12,2023-06-16,1912.0
3683,3683,30,2022-05-22,2022-05-26,1424.0
3684,3684,30,2023-06-21,2023-06-24,2955.0
3685,3685,23,2022-04-05,2022-04-10,2995.0
3686,3686,27,2022-12-26,2022-12-30,1204.0
3687,3687,27,2024-01-14,2024-01-20,930.0
3688,3688,23,2023-08-28,2023-09-04,4312.0
3689,3689,29,2022-03-21,2022-03-28,791.0
369,369,6,2022-05-02,2022-05-06,2236.0
3690,3690,23,2022-07-06,2022-07-09,894.0
3691,3691,27,2022-03-09,2022-03-13,1416.0
3692,3692,30,2022-07-24,2022-07-28,1512.0
3693,3693,32,2022-05-24,2022-05-28,3480.0
3694,3694,26,2022-12-30,2023-01-05,4752.0
3695,3695,20,2022-11-13,2022-11-19,4512.0
3696,3696,28,2023-07-07,2023-07-13,810.0
3697,3697,28,2022-11-26,2022-12-03,6748.0
3698,3698,16,2022-08-28,2022-08-29,278.0
3699,3699,16,2022-08-26,2022-08-27,618.0
37,37,1,2023-03-29,2023-04-01,2037.0
370,370,7,2023-04-12,2023-04-15,1980.0
3700,3700,19,2023-03-13,2023-03-14,978.0
3701,3701,10,2023-12-06,2023-12-07,922.0
3702,3702,21,2024-02-27,2024-02-29,1088.0
3703,3703,24,2022-09-16,2022-09-18,1028.0
3704,3704,18,2023-03-25,2023-03-27,1218.0
3705,3705,25,2022-08-01,2022-08-06,2535.0
3706,3706,27,2022-04-04,2022-04-10,3180.0
3707,3707,28,2023-03-31,2023-04-04,3052.0
3708,3708,23,2022-08-25,2022-08-28,1479.0
3709,3709,25,2022-12-07,2022-12-14,3724.0
371,371,2,2023-02-03,2023-02-05,838.0
3710,3710,28,2022-03-12,2022-03-19,4249.0
3711,3711,34,2022-12-21,2022-12-24,2964.0
3712,3712,27,2023-11-18,2023-11-25,2359.0
3713,3713,12,2023-04-12,2023-04-19,2786.0
3714,3714,26,2022-05-12,2022-05-18,3390.0
3715,3715,30,2023-02-09,2023-02-14,2655.0
3716,3716,28,2022-06-10,2022-06-15,1440.0
3717,3717,14,2024-02-01,2024-02-02,367.0
3718,3718,26,2023-10-08,2023-10-14,1686.0
3719,3719,13,2024-03-01,2024-03-08,1274.0
372,372,3,2023-10-08,2023-10-14,1770.0
3720,3720,20,2023-04-03,2023-04-09,4980.0
3721,3721,32,2023-07-01,2023-07-08,805.0
3722,3722,27,2023-06-15,2023-06-19,940.0
3723,3723,19,2023-06-29,2023-07-06,5985.0
3724,3724,25,2023-09-24,2023-09-28,3604.0
3725,3725,23,2023-06-09,2023-06-16,2646.0
3726,3726,29,2022-10-12,2022-10-14,578.0
3727,3727,25,2023-05-03,2023-05-05,1092.0
3728,3728,22,2024-02-29,2024-03-05,555.0
3729,3729,22,2023-07-09,2023-07-15,4998.0
373,373,7,2022-10-31,2022-11-04,3632.0
3730,3730,19,2022-07-05,2022-07-10,1605.0
3731,3731,22,2024-02-10,2024-02-14,400.0
3732,3732,34,2024-01-07,2024-01-13,3882.0
3733,3733,24,2022-08-24,2022-08-26,1486.0
3734,3734,20,2024-02-23,2024-02-25,1362.0
3735,3735,27,2023-01-04,2023-01-10,5472.0
3736,3736,13,2022-04-08,2022-04-10,1890.0
3737,3737,35,2022-07-26,2022-08-02,4291.0
3738,3738,32,2022-05-23,2022-05-29,4896.0
3739,3739,28,2022-08-13,2022-08-15,982.0
374,374,2,2024-02-07,2024-02-08,122.0
3740,3740,28,2023-11-12,2023-11-19,5194.0
3741,3741,30,2023-10-17,2023-10-22,3050.0
3742,3742,31,2023-05-07,2023-05-08,324.0
3743,3743,21,2023-04-27,2023-05-02,4085.0
3744,3744,25,2023-07-24,2023-07-28,776.0
3745,3745,28,2022-12-31,2023-01-06,2880.0
3746,3746,34,2024-01-01,2024-01-06,1010.0
3747,3747,24,2022-10-18,2022-10-22,3660.0
3748,3748,3,2023-05-19,2023-05-21,1706.0
3749,3749,27,2022-12-14,2022-12-18,2956.0
375,375,4,2023-03-03,2023-03-09,5658.0
3750,3750,24,2022-05-18,2022-05-20,1862.0
3751,3751,26,2024-01-17,2024-01-21,960.0
3752,3752,21,2023-09-01,2023-09-03,296.0
3753,3753,20,2022-11-24,2022-11-28,3976.0
3754,3754,27,2023-02-17,2023-02-21,1324.0
3755,3755,22,2024-02-26,2024-02-28,270.0
3756,3756,9,2023-09-15,2023-09-16,722.0
3757,3757,24,2023-06-13,2023-06-16,1281.0
3758,3758,19,2023-08-23,2023-08-25,1590.0
3759,3759,24,2023-02-08,2023-02-09,211.0
376,376,6,2023-06-26,2023-06-29,1203.0
3760,3760,34,2023-12-24,2023-12-30,3306.0
3761,3761,26,2023-03-24,2023-03-30,4674.0
3762,3762,28,2022-08-06,2022-08-11,2470.0
3763,3763,23,2023-02-07,2023-02-08,806.0
3764,3764,31,2023-05-22,2023-05-23,725.0
3765,3765,21,2024-02-18,2024-02-24,4686.0
3766,3766,14,2022-05-14,2022-05-15,430.0
3767,3767,27,2023-12-07,2023-12-11,3860.0
3768,3768,30,2024-01-19,2024-01-23,3376.0
3769,3769,23,2022-06-15,2022-06-16,644.0
377,377,3,2024-01-02,2024-01-06,1796.0
3770,3770,24,2023-08-25,2023-08-30,4590.0
3771,3771,33,2022-05-26,2022-05-30,2540.0
3772,3772,35,2022-12-22,2022-12-29,6629.0
3773,3773,25,2022-06-28,2022-07-03,1060.0
3774,3774,17,2024-03-04,2024-03-06,522.0
3775,3775,29,2022-09-30,2022-10-07,2737.0
3776,3776,10,2023-10-12,2023-10-13,704.0
3777,3777,22,2023-04-26,2023-05-02,2826.0
3778,3778,29,2023-08-10,2023-08-15,4400.0
3779,3779,29,2022-10-21,2022-10-27,3216.0
378,378,7,2022-05-22,2022-05-27,4245.0
3780,3780,15,2023-07-17,2023-07-21,1004.0
3781,3781,30,2022-05-20,2022-05-27,2618.0
3782,3782,24,2024-01-10,2024-01-12,1240.0
3783,3783,26,2022-06-26,2022-06-29,1290.0
3784,3784,5,2022-04-12,2022-04-17,3630.0
3785,3785,23,2022-12-03,2022-12-07,1936.0
3786,3786,12,2022-09-13,2022-09-14,102.0
3787,3787,23,2022-10-12,2022-10-18,696.0
3788,3788,30,2022-12-29,2023-01-03,3225.0
3789,3789,24,2022-08-22,2022-08-29,2940.0
379,379,7,2023-08-25,2023-08-29,3504.0
3790,3790,27,2022-06-23,2022-06-26,1968.0
3791,3791,10,2023-03-29,2023-03-31,1870.0
3792,3792,31,2023-06-30,2023-07-05,3140.0
3793,3793,21,2024-02-13,2024-02-14,991.0
3794,3794,29,2022-03-12,2022-03-15,675.0
3795,3795,27,2022-11-03,2022-11-07,3948.0
3796,3796,24,2023-03-18,2023-03-22,1308.0
3797,3797,27,2023-03-22,2023-03-28,1650.0
3798,3798,20,2022-07-04,2022-07-06,1534.0
3799,3799,36,2022-07-30,2022-08-02,2049.0
38,38,1,2022-03-08,2022-03-10,1172.0
380,380,4,2024-02-17,2024-02-20,1083.0
3800,3800,32,2023-05-02,2023-05-07,2005.0
3801,3801,30,2023-08-11,2023-08-16,1765.0
3802,3802,19,2022-04-07,2022-04-12,1610.0
3803,3803,19,2023-11-18,2023-11-20,986.0
3804,3804,17,2022-03-25,2022-04-01,1582.0
3805,3805,29,2023-04-22,2023-04-27,4755.0
3806,3806,30,2022-10-06,2022-10-11,4795.0
3807,3807,28,2022-04-10,2022-04-14,3528.0
3808,3808,16,2023-01-02,2023-01-03,940.0
3809,3809,10,2022-05-05,2022-05-11,1386.0
381,381,4,2022-08-10,2022-08-16,3138.0
3810,3810,28,2022-08-12,2022-08-18,654.0
3811,3811,22,2022-11-24,2022-12-01,6867.0
3812,3812,24,2022-05-09,2022-05-14,1415.0
3813,3813,30,2022-06-12,2022-06-19,1953.0
3814,3814,27,2022-05-12,2022-05-19,5138.0
3815,3815,17,2023-08-21,2023-08-22,501.0
3816,3816,16,2023-08-25,2023-08-27,1140.0
3817,3817,13,2023-09-22,2023-09-28,5376.0
3818,3818,18,2023-08-19,2023-08-21,990.0
3819,3819,27,2023-11-05,2023-11-12,5271.0
382,382,8,2023-04-13,2023-04-17,3928.0
3820,3820,22,2022-08-05,2022-08-08,2199.0
3821,3821,31,2023-05-05,2023-05-11,4506.0
3822,3822,25,2022-08-27,2022-08-29,784.0
3823,3823,30,2023-04-10,2023-04-16,1032.0
3824,3824,22,2023-10-13,2023-10-20,2338.0
3825,3825,23,2024-02-23,2024-02-29,1386.0
3826,3826,20,2023-09-02,2023-09-07,2810.0
3827,3827,22,2023-09-27,2023-09-28,187.0
3828,3828,29,2022-10-08,2022-10-09,737.0
3829,3829,17,2022-09-18,2022-09-24,1188.0
383,383,3,2023-09-11,2023-09-18,4312.0
3830,3830,29,2022-11-25,2022-12-02,4410.0
3831,3831,21,2022-04-01,2022-04-02,554.0
3832,3832,24,2022-09-21,2022-09-27,4644.0
3833,3833,26,2022-05-05,2022-05-11,5442.0
3834,3834,36,2022-07-23,2022-07-28,3770.0
3835,3835,21,2023-07-20,2023-07-26,3216.0
3836,3836,23,2022-09-21,2022-09-24,2649.0
3837,3837,22,2023-01-26,2023-01-28,1366.0
3838,3838,30,2023-07-03,2023-07-08,4240.0
3839,3839,29,2023-03-25,2023-03-31,1386.0
384,384,5,2023-03-15,2023-03-19,2376.0
3840,3840,24,2022-12-10,2022-12-12,1808.0
3841,3841,22,2023-01-31,2023-02-02,1424.0
3842,3842,30,2022-06-20,2022-06-22,1584.0
3843,3843,32,2023-05-22,2023-05-27,3090.0
3844,3844,29,2023-10-19,2023-10-26,2919.0
3845,3845,19,2022-08-30,2022-09-02,543.0
3846,3846,17,2024-03-03,2024-03-07,520.0
3847,3847,30,2022-04-28,2022-05-01,2148.0
3848,3848,24,2022-12-09,2022-12-16,6685.0
3849,3849,25,2023-01-16,2023-01-23,4221.0
385,385,2,2022-06-01,2022-06-04,2088.0
3850,3850,33,2023-05-15,2023-05-22,4032.0
3851,3851,29,2022-04-13,2022-04-19,4248.0
3852,3852,25,2024-01-26,2024-01-30,2792.0
3853,3853,25,2022-08-17,2022-08-20,1224.0
3854,3854,30,2022-11-26,2022-11-29,1959.0
3855,3855,33,2023-05-24,2023-05-28,2464.0
3856,3856,27,2022-04-30,2022-05-07,4648.0
3857,3857,27,2022-03-17,2022-03-19,1746.0
3858,3858,15,2023-09-13,2023-09-16,1227.0
3859,3859,25,2023-03-16,2023-03-22,4626.0
386,386,5,2023-06-18,2023-06-23,1065.0
3860,3860,23,2022-12-27,2023-01-03,3829.0
3861,3861,26,2023-11-25,2023-11-30,995.0
3862,3862,27,2022-12-06,2022-12-13,6874.0
3863,3863,29,2022-08-11,2022-08-12,576.0
3864,3864,16,2024-02-19,2024-02-22,1119.0
3865,3865,27,2023-04-06,2023-04-11,1005.0
3866,3866,21,2022-06-02,2022-06-07,1815.0
3867,3867,30,2022-03-08,2022-03-13,4385.0
3868,3868,33,2023-05-07,2023-05-13,1506.0
3869,3869,25,2023-07-06,2023-07-10,2560.0
387,387,4,2023-12-02,2023-12-06,3512.0
3870,3870,23,2023-09-06,2023-09-13,5992.0
3871,3871,25,2023-10-03,2023-10-07,1632.0
3872,3872,20,2023-02-21,2023-02-24,1437.0
3873,3873,20,2022-11-09,2022-11-12,2040.0
3874,3874,8,2022-05-02,2022-05-03,202.0
3875,3875,28,2022-12-13,2022-12-16,1017.0
3876,3876,19,2023-01-21,2023-01-23,904.0
3877,3877,21,2022-07-04,2022-07-05,685.0
3878,3878,23,2023-11-22,2023-11-28,2016.0
3879,3879,26,2023-06-10,2023-06-15,2975.0
388,388,3,2024-02-18,2024-02-25,826.0
3880,3880,2,2023-05-09,2023-05-10,230.0
3881,3881,15,2022-11-09,2022-11-16,3906.0
3882,3882,24,2023-10-01,2023-10-06,1080.0
3883,3883,17,2023-10-27,2023-11-03,4039.0
3884,3884,30,2022-10-22,2022-10-28,3120.0
3885,3885,35,2023-01-09,2023-01-15,1722.0
3886,3886,25,2023-10-27,2023-11-03,3682.0
3887,3887,16,2023-02-06,2023-02-07,133.0
3888,3888,30,2022-04-11,2022-04-18,5537.0
3889,3889,28,2022-12-05,2022-12-12,889.0
389,389,3,2022-08-19,2022-08-26,6846.0
3890,3890,26,2023-07-23,2023-07-29,4674.0
3891,3891,20,2022-04-06,2022-04-07,107.0
3892,3892,26,2024-01-12,2024-01-13,734.0
3893,3893,31,2024-01-04,2024-01-11,3731.0
3894,3894,31,2023-06-18,2023-06-21,585.0
3895,3895,27,2023-11-15,2023-11-17,1604.0
3896,3896,19,2024-03-04,2024-03-08,1736.0
3897,3897,29,2022-12-30,2023-01-02,2058.0
3898,3898,8,2023-04-11,2023-04-12,187.0
3899,3899,31,2023-05-15,2023-05-21,1428.0
39,39,2,2023-10-17,2023-10-21,2992.0
390,390,4,2023-12-07,2023-12-13,2550.0
3900,3900,31,2022-12-16,2022-12-19,963.0
3901,3901,21,2024-03-02,2024-03-05,1986.0
3902,3902,32,2023-05-10,2023-05-14,2712.0
3903,3903,15,2022-04-13,2022-04-16,1056.0
3904,3904,33,2023-04-16,2023-04-19,2256.0
3905,3905,29,2023-08-03,2023-08-07,3404.0
3906,3906,4,2023-12-18,2023-12-19,471.0
3907,3907,28,2023-01-16,2023-01-22,5976.0
3908,3908,27,2022-11-29,2022-12-04,3775.0
3909,3909,23,2023-04-25,2023-05-01,5694.0
391,391,6,2023-03-17,2023-03-22,4140.0
3910,3910,22,2023-02-20,2023-02-22,602.0
3911,3911,30,2022-08-12,2022-08-16,1576.0
3912,3912,16,2022-03-25,2022-03-31,5538.0
3913,3913,37,2022-07-26,2022-08-01,2988.0
3914,3914,27,2023-07-20,2023-07-25,2045.0
3915,3915,25,2022-11-21,2022-11-23,1660.0
3916,3916,25,2023-11-27,2023-11-28,146.0
3917,3917,35,2023-03-05,2023-03-11,4404.0
3918,3918,31,2023-02-09,2023-02-11,1084.0
3919,3919,34,2023-05-03,2023-05-07,732.0
392,392,5,2023-08-06,2023-08-12,1200.0
3920,3920,7,2022-09-02,2022-09-03,994.0
3921,3921,36,2023-01-15,2023-01-19,2604.0
3922,3922,30,2022-03-26,2022-03-31,4045.0
3923,3923,32,2023-01-11,2023-01-17,5436.0
3924,3924,31,2023-10-21,2023-10-24,2388.0
3925,3925,26,2022-12-04,2022-12-08,3076.0
3926,3926,28,2023-07-23,2023-07-30,4018.0
3927,3927,37,2023-01-15,2023-01-21,4332.0
3928,3928,27,2023-10-04,2023-10-11,1099.0
3929,3929,17,2023-09-13,2023-09-16,1998.0
393,393,2,2022-11-11,2022-11-18,1890.0
3930,3930,29,2024-01-17,2024-01-24,4165.0
3931,3931,31,2022-11-25,2022-11-26,235.0
3932,3932,21,2023-08-29,2023-09-04,5322.0
3933,3933,14,2022-06-10,2022-06-13,1494.0
3934,3934,24,2024-02-24,2024-03-01,1548.0
3935,3935,17,2023-03-10,2023-03-13,1443.0
3936,3936,17,2023-11-25,2023-12-01,4638.0
3937,3937,24,2022-07-14,2022-07-17,2967.0
3938,3938,28,2024-02-07,2024-02-11,3228.0
3939,3939,21,2022-11-06,2022-11-11,1080.0
394,394,5,2023-01-15,2023-01-16,283.0
3940,3940,35,2024-01-06,2024-01-09,597.0
3941,3941,6,2022-08-28,2022-09-04,1799.0
3942,3942,29,2023-02-15,2023-02-20,2930.0
3943,3943,28,2022-05-21,2022-05-23,1840.0
3944,3944,17,2023-05-24,2023-05-30,1440.0
3945,3945,32,2023-04-20,2023-04-26,1950.0
3946,3946,23,2023-10-11,2023-10-14,1995.0
3947,3947,29,2023-07-27,2023-07-31,2176.0
3948,3948,23,2022-07-04,2022-07-10,4134.0
3949,3949,20,2023-03-14,2023-03-20,5538.0
395,395,5,2023-04-05,2023-04-11,2352.0
3950,3950,29,2022-04-07,2022-04-12,3025.0
3951,3951,30,2022-10-12,2022-10-15,1074.0
3952,3952,24,2024-01-01,2024-01-03,760.0
3953,3953,27,2022-10-15,2022-10-22,3185.0
3954,3954,25,2022-08-25,2022-08-31,5394.0
3955,3955,31,2022-05-19,2022-05-26,4998.0
3956,3956,33,2023-04-21,2023-04-28,798.0
3957,3957,35,2022-12-18,2022-12-21,1215.0
3958,3958,31,2022-04-06,2022-04-13,6580.0
3959,3959,29,2023-11-10,2023-11-13,2133.0
396,396,7,2022-05-02,2022-05-07,4405.0
3960,3960,30,2022-03-22,2022-03-25,2793.0
3961,3961,17,2023-12-11,2023-12-15,3752.0
3962,3962,24,2022-05-16,2022-05-17,519.0
3963,3963,28,2022-05-11,2022-05-15,3692.0
3964,3964,12,2023-07-14,2023-07-21,1260.0
3965,3965,34,2023-04-12,2023-04-17,3650.0
3966,3966,23,2023-11-01,2023-11-06,2200.0
3967,3967,31,2022-03-25,2022-03-31,4158.0
3968,3968,27,2022-05-29,2022-05-31,1952.0
3969,3969,30,2023-03-27,2023-04-02,5346.0
397,397,7,2022-12-16,2022-12-18,1866.0
3970,3970,15,2023-06-06,2023-06-13,2044.0
3971,3971,25,2022-06-20,2022-06-21,524.0
3972,3972,15,2024-02-20,2024-02-26,4014.0
3973,3973,20,2023-04-26,2023-04-28,304.0
3974,3974,5,2022-06-10,2022-06-11,236.0
3975,3975,28,2023-11-23,2023-11-29,1878.0
3976,3976,19,2023-11-30,2023-12-04,544.0
3977,3977,25,2024-02-23,2024-02-26,1047.0
3978,3978,28,2023-12-13,2023-12-18,3175.0
3979,3979,13,2023-03-30,2023-04-01,1658.0
398,398,1,2022-03-12,2022-03-19,6314.0
3980,3980,21,2023-10-29,2023-11-01,1173.0
3981,3981,26,2023-10-27,2023-11-02,1440.0
3982,3982,9,2023-11-21,2023-11-22,174.0
3983,3983,21,2022-10-16,2022-10-23,3003.0
3984,3984,24,2023-10-30,2023-11-02,1644.0
3985,3985,33,2023-04-14,2023-04-20,4872.0
3986,3986,29,2022-12-05,2022-12-08,858.0
3987,3987,27,2023-10-24,2023-10-26,316.0
3988,3988,13,2023-10-10,2023-10-16,3264.0
3989,3989,20,2022-05-03,2022-05-05,496.0
399,399,6,2022-05-18,2022-05-23,860.0
3990,3990,25,2023-08-25,2023-08-29,628.0
3991,3991,17,2024-02-22,2024-02-24,200.0
3992,3992,36,2024-01-01,2024-01-06,4645.0
3993,3993,27,2022-06-27,2022-06-29,816.0
3994,3994,32,2023-02-10,2023-02-14,2076.0
3995,3995,25,2023-12-02,2023-12-09,910.0
3996,3996,37,2024-01-02,2024-01-06,1316.0
3997,3997,25,2023-06-15,2023-06-18,378.0
3998,3998,26,2022-07-18,2022-07-25,2268.0
3999,3999,25,2022-09-20,2022-09-27,5964.0
4,4,1,2023-12-01,2023-12-04,2013.0
40,40,2,2023-10-29,2023-11-03,1015.0
400,400,4,2023-07-07,2023-07-14,3262.0
4000,4000,32,2022-03-26,2022-03-31,975.0
4001,4001,31,2023-02-12,2023-02-16,2920.0
4002,4002,32,2022-04-05,2022-04-11,1356.0
4003,4003,25,2022-10-19,2022-10-22,2331.0
4004,4004,30,2023-12-22,2023-12-23,812.0
4005,4005,31,2023-08-10,2023-08-14,3652.0
4006,4006,22,2023-01-14,2023-01-15,248.0
4007,4007,23,2023-06-27,2023-06-29,1970.0
