avaliacao_id,cliente_id,hospedagem_id,nota,comentario
3559,3559,8,5,"Agradável serviços.
"
356,356,3,4,"Confortável serviços.
"
3560,3560,24,1,"Confortável infraestrutura.
"
3561,3561,27,4,"Confortável limpeza.
"
3562,3562,30,4,"Confortável localização.
"
3563,3563,18,3,"Agradável limpeza.
"
3564,3564,24,4,"Incrível limpeza.
"
3565,3565,9,2,"Incrível serviços.
"
3566,3566,32,2,"Agradável infraestrutura.
"
3567,3567,13,2,"Agradável serviços.
"
3568,3568,29,5,"Excelente limpeza.
"
3569,3569,24,2,"Agradável localização.
"
357,357,3,2,"Confortável limpeza.
"
3570,3570,25,1,"Maravilhosa localização.
"
3571,3571,26,1,"Excelente atendimento.
"
3572,3572,31,5,"Incrível atendimento.
"
3573,3573,26,3,"Incrível localização.
"
3574,3574,32,2,"Ótima infraestrutura.
"
3575,3575,16,1,"Incrível atendimento.
"
3576,3576,33,1,"Ótima serviços.
"
3577,3577,16,5,"Agradável serviços.
"
3578,3578,18,1,"Agradável localização.
"
3579,3579,19,4,"Excelente atendimento.
"
358,358,4,4,"Incrível localização.
"
3580,3580,21,4,"Agradável localização.
"
3581,3581,31,4,"Incrível atendimento.
"
3582,3582,14,3,"Confortável limpeza.
"
3583,3583,21,3,"Confortável atendimento.
"
3584,3584,21,1,"Confortável localização.
"
3585,3585,12,4,"Excelente infraestrutura.
"
3586,3586,18,4,"Ótima infraestrutura.
"
3587,3587,21,2,"Agradável limpeza.
"
3588,3588,23,5,"Confortável infraestrutura.
"
3589,3589,21,2,"Incrível infraestrutura.
"
359,359,4,2,"Maravilhosa limpeza.
"
3590,3590,22,3,"Maravilhosa localização.
"
3591,3591,16,3,"Incrível localização.
"
3592,3592,20,2,"Maravilhosa limpeza.
"
3593,3593,29,2,"Agradável infraestrutura.
"
3594,3594,24,2,"Ótima atendimento.
"
3595,3595,24,3,"Incrível serviços.
"
3596,3596,26,4,"Incrível localização.
"
3597,3597,24,4,"Confortável serviços.
"
3598,3598,25,5,"Agradável infraestrutura.
"
3599,3599,19,2,"Excelente limpeza.
"
36,36,1,4,"Excelente limpeza.
"
360,360,3,2,"Agradável limpeza.
"
3600,3600,8,1,"Excelente atendimento.
"
3601,3601,28,3,"Agradável localização.
"
3602,3602,14,5,"Maravilhosa limpeza.
"
3603,3603,27,5,"Ótima localização.
"
3604,3604,17,3,"Agradável serviços.
"
3605,3605,22,5,"Maravilhosa limpeza.
"
3606,3606,29,1,"Confortável localização.
"
3607,3607,22,4,"Excelente limpeza.
"
3608,3608,30,1,"Excelente infraestrutura.
"
3609,3609,6,5,"Agradável localização.
"
361,361,1,1,"Agradável localização.
"
3610,3610,25,5,"Confortável infraestrutura.
"
3611,3611,29,3,"Ótima atendimento.
"
3612,3612,32,5,"Confortável localização.
"
3613,3613,26,1,"Excelente serviços.
"
3614,3614,30,3,"Ótima atendimento.
"
3615,3615,27,2,"Incrível infraestrutura.
"
3616,3616,21,1,"Agradável serviços.
"
3617,3617,29,4,"Maravilhosa atendimento.
"
3618,3618,34,1,"Agradável limpeza.
"
3619,3619,26,5,"Ótima atendimento.
"
362,362,5,2,"Ótima localização.
"
3620,3620,33,1,"Ótima infraestrutura.
"
3621,3621,16,1,"Excelente infraestrutura.
"
3622,3622,25,3,"Incrível serviços.
"
3623,3623,23,3,"Ótima localização.
"
3624,3624,27,1,"Agradável atendimento.
"
3625,3625,18,4,"Agradável infraestrutura.
"
3626,3626,32,3,"Confortável infraestrutura.
"
3627,3627,23,4,"Agradável localização.
"
3628,3628,19,5,"Ótima localização.
"
3629,3629,22,3,"Incrível infraestrutura.
"
363,363,4,4,"Excelente serviços.
"
3630,3630,7,2,"Agradável serviços.
"
3631,3631,27,1,"Ótima atendimento.
"
3632,3632,19,5,"Excelente localização.
"
3633,3633,28,4,"Ótima limpeza.
"
3634,3634,28,4,"Confortável localização.
"
3635,3635,33,1,"Confortável limpeza.
"
3636,3636,18,1,"Confortável localização.
"
3637,3637,18,3,"Excelente serviços.
"
3638,3638,28,4,"Ótima limpeza.
"
3639,3639,25,3,"Incrível localização.
"
364,364,4,4,"Excelente serviços.
"
3640,3640,25,4,"Agradável serviços.
"
3641,3641,21,5,"Excelente limpeza.
"
3642,3642,10,3,"Confortável serviços.
"
3643,3643,18,4,"Agradável atendimento.
"
3644,3644,33,4,"Excelente infraestrutura.
"
3645,3645,28,5,"Excelente limpeza.
"
3646,3646,25,4,"Ótima localização.
"
3647,3647,25,3,"Confortável atendimento.
"
3648,3648,5,4,"Confortável limpeza.
"
3649,3649,26,4,"Excelente serviços.
"
365,365,3,5,"Confortável atendimento.
"
3650,3650,11,2,"Excelente infraestrutura.
"
3651,3651,11,5,"Confortável localização.
"
3652,3652,33,4,"Excelente localização.
"
3653,3653,28,5,"Ótima limpeza.
"
3654,3654,20,3,"Ótima atendimento.
"
3655,3655,21,2,"Ótima atendimento.
"
3656,3656,31,3,"Confortável limpeza.
"
3657,3657,11,3,"Ótima localização.
"
3658,3658,26,4,"Excelente localização.
"
3659,3659,25,4,"Incrível limpeza.
"
366,366,5,3,"Maravilhosa atendimento.
"
3660,3660,9,3,"Maravilhosa serviços.
"
3661,3661,21,1,"Excelente infraestrutura.
"
3662,3662,21,3,"Excelente limpeza.
"
3663,3663,18,1,"Confortável localização.
"
3664,3664,26,1,"Agradável localização.
"
3665,3665,34,4,"Maravilhosa atendimento.
"
3666,3666,34,3,"Ótima serviços.
"
3667,3667,24,2,"Ótima limpeza.
"
3668,3668,26,2,"Agradável serviços.
"
3669,3669,26,4,"Maravilhosa infraestrutura.
"
367,367,5,3,"Confortável localização.
"
3670,3670,23,4,"Maravilhosa atendimento.
"
3671,3671,2,3,"Maravilhosa atendimento.
"
3672,3672,25,3,"Incrível limpeza.
"
3673,3673,26,4,"Excelente limpeza.
"
3674,3674,26,2,"Incrível atendimento.
"
3675,3675,18,2,"Ótima infraestrutura.
"
3676,3676,8,5,"Ótima serviços.
"
3677,3677,6,1,"Agradável serviços.
"
3678,3678,22,5,"Incrível limpeza.
"
3679,3679,21,2,"Confortável atendimento.
"
368,368,6,4,"Maravilhosa atendimento.
"
3680,3680,18,3,"Confortável atendimento.
"
3681,3681,27,2,"Incrível limpeza.
"
3682,3682,13,2,"Incrível atendimento.
"
3683,3683,30,2,"Excelente serviços.
"
3684,3684,30,3,"Incrível limpeza.
"
3685,3685,23,2,"Incrível serviços.
"
3686,3686,27,2,"Agradável limpeza.
"
3687,3687,27,1,"Incrível infraestrutura.
"
3688,3688,23,5,"Maravilhosa serviços.
"
3689,3689,29,3,"Ótima serviços.
"
369,369,6,4,"Agradável localização.
"
3690,3690,23,5,"Maravilhosa atendimento.
"
3691,3691,27,1,"Confortável infraestrutura.
"
3692,3692,30,1,"Maravilhosa infraestrutura.
"
3693,3693,32,4,"Maravilhosa limpeza.
"
3694,3694,26,5,"Ótima atendimento.
"
3695,3695,20,2,"Agradável serviços.
"
3696,3696,28,4,"Agradável infraestrutura.
"
3697,3697,28,1,"Agradável atendimento.
"
3698,3698,16,1,"Maravilhosa atendimento.
"
3699,3699,16,3,"Agradável infraestrutura.
"
37,37,1,5,"Maravilhosa serviços.
"
370,370,7,4,"Ótima localização.
"
3700,3700,19,4,"Ótima localização.
"
3701,3701,10,5,"Excelente localização.
"
3702,3702,21,5,"Excelente atendimento.
"
3703,3703,24,5,"Agradável infraestrutura.
"
3704,3704,18,3,"Maravilhosa limpeza.
"
3705,3705,25,1,"Agradável limpeza.
"
3706,3706,27,4,"Incrível limpeza.
"
3707,3707,28,4,"Confortável atendimento.
"
3708,3708,23,2,"Maravilhosa limpeza.
"
3709,3709,25,3,"Confortável serviços.
"
371,371,2,1,"Maravilhosa limpeza.
"
3710,3710,28,1,"Excelente infraestrutura.
"
3711,3711,34,2,"Incrível atendimento.
"
3712,3712,27,5,"Confortável localização.
"
3713,3713,12,1,"Excelente atendimento.
"
3714,3714,26,1,"Maravilhosa limpeza.
"
3715,3715,30,1,"Maravilhosa infraestrutura.
"
3716,3716,28,1,"Incrível localização.
"
3717,3717,14,5,"Incrível localização.
"
3718,3718,26,4,"Ótima localização.
"
3719,3719,13,4,"Ótima limpeza.
"
372,372,3,2,"Maravilhosa atendimento.
"
3720,3720,20,1,"Confortável limpeza.
"
3721,3721,32,2,"Confortável limpeza.
"
3722,3722,27,5,"Confortável atendimento.
"
3723,3723,19,2,"Excelente infraestrutura.
"
3724,3724,25,2,"Maravilhosa serviços.
"
3725,3725,23,1,"Maravilhosa atendimento.
"
3726,3726,29,2,"Confortável infraestrutura.
"
3727,3727,25,5,"Maravilhosa infraestrutura.
"
3728,3728,22,2,"Maravilhosa limpeza.
"
3729,3729,22,2,"Confortável localização.
"
373,373,7,4,"Maravilhosa infraestrutura.
"
3730,3730,19,1,"Maravilhosa infraestrutura.
"
3731,3731,22,2,"Confortável limpeza.
"
3732,3732,34,3,"Ótima infraestrutura.
"
3733,3733,24,3,"Excelente serviços.
"
3734,3734,20,5,"Agradável infraestrutura.
"
3735,3735,27,2,"Maravilhosa infraestrutura.
"
3736,3736,13,2,"Agradável atendimento.
"
3737,3737,35,3,"Agradável serviços.
"
3738,3738,32,2,"Incrível localização.
"
3739,3739,28,1,"Maravilhosa serviços.
"
374,374,2,1,"Incrível limpeza.
"
3740,3740,28,2,"Incrível atendimento.
"
3741,3741,30,3,"Maravilhosa localização.
"
3742,3742,31,5,"Maravilhosa localização.
"
3743,3743,21,2,"Maravilhosa localização.
"
3744,3744,25,4,"Ótima infraestrutura.
"
3745,3745,28,3,"Excelente serviços.
"
3746,3746,34,5,"Agradável infraestrutura.
"
3747,3747,24,4,"Agradável limpeza.
"
3748,3748,3,5,"Maravilhosa serviços.
"
3749,3749,27,4,"Confortável limpeza.
"
375,375,4,5,"Excelente limpeza.
"
3750,3750,24,5,"Confortável serviços.
"
3751,3751,26,4,"Ótima serviços.
"
3752,3752,21,1,"Maravilhosa limpeza.
"
3753,3753,20,1,"Ótima limpeza.
"
3754,3754,27,2,"Maravilhosa localização.
"
3755,3755,22,2,"Excelente limpeza.
"
3756,3756,9,1,"Incrível atendimento.
"
3757,3757,24,1,"Incrível localização.
"
3758,3758,19,1,"Agradável atendimento.
"
3759,3759,24,2,"Maravilhosa localização.
"
376,376,6,5,"Incrível serviços.
"
3760,3760,34,5,"Agradável infraestrutura.
"
3761,3761,26,4,"Maravilhosa limpeza.
"
3762,3762,28,1,"Confortável atendimento.
"
3763,3763,23,2,"Ótima serviços.
"
3764,3764,31,4,"Maravilhosa infraestrutura.
"
3765,3765,21,3,"Ótima serviços.
"
3766,3766,14,4,"Excelente atendimento.
"
3767,3767,27,3,"Excelente limpeza.
"
3768,3768,30,1,"Maravilhosa localização.
"
3769,3769,23,3,"Incrível limpeza.
"
377,377,3,4,"Excelente serviços.
"
3770,3770,24,3,"Incrível localização.
"
3771,3771,33,2,"Agradável infraestrutura.
"
3772,3772,35,2,"Agradável infraestrutura.
"
3773,3773,25,5,"Confortável infraestrutura.
"
3774,3774,17,3,"Maravilhosa localização.
"
3775,3775,29,4,"Confortável serviços.
"
3776,3776,10,3,"Maravilhosa infraestrutura.
"
3777,3777,22,5,"Agradável infraestrutura.
"
3778,3778,29,4,"Incrível limpeza.
"
3779,3779,29,1,"Ótima localização.
"
378,378,7,4,"Incrível atendimento.
"
3780,3780,15,2,"Incrível limpeza.
"
3781,3781,30,3,"Ótima infraestrutura.
"
3782,3782,24,2,"Incrível serviços.
"
3783,3783,26,4,"Ótima localização.
"
3784,3784,5,3,"Incrível limpeza.
"
3785,3785,23,5,"Excelente infraestrutura.
"
3786,3786,12,1,"Ótima limpeza.
"
3787,3787,23,5,"Ótima atendimento.
"
3788,3788,30,2,"Ótima localização.
"
3789,3789,24,4,"Maravilhosa serviços.
"
379,379,7,5,"Ótima atendimento.
"
3790,3790,27,2,"Maravilhosa localização.
"
3791,3791,10,1,"Incrível atendimento.
"
3792,3792,31,1,"Incrível serviços.
"
3793,3793,21,3,"Ótima serviços.
"
3794,3794,29,1,"Confortável serviços.
"
3795,3795,27,4,"Agradável infraestrutura.
"
3796,3796,24,5,"Maravilhosa infraestrutura.
"
3797,3797,27,5,"Confortável atendimento.
"
3798,3798,20,4,"Agradável limpeza.
"
3799,3799,36,3,"Ótima infraestrutura.
"
38,38,1,4,"Confortável infraestrutura.
"
380,380,4,4,"Maravilhosa infraestrutura.
"
3800,3800,32,3,"Maravilhosa atendimento.
"
3801,3801,30,1,"Ótima atendimento.
"
3802,3802,19,1,"Agradável localização.
"
3803,3803,19,2,"Ótima localização.
"
3804,3804,17,1,"Incrível infraestrutura.
"
3805,3805,29,5,"Incrível infraestrutura.
"
3806,3806,30,1,"Excelente infraestrutura.
"
3807,3807,28,5,"Excelente infraestrutura.
"
3808,3808,16,3,"Confortável atendimento.
"
3809,3809,10,3,"Excelente infraestrutura.
"
381,381,4,5,"Ótima atendimento.
"
3810,3810,28,2,"Incrível limpeza.
"
3811,3811,22,3,"Agradável infraestrutura.
"
3812,3812,24,3,"Incrível infraestrutura.
"
3813,3813,30,3,"Ótima serviços.
"
3814,3814,27,1,"Maravilhosa serviços.
"
3815,3815,17,1,"Maravilhosa serviços.
"
3816,3816,16,2,"Excelente atendimento.
"
3817,3817,13,5,"Incrível atendimento.
"
3818,3818,18,1,"Maravilhosa infraestrutura.
"
3819,3819,27,4,"Agradável limpeza.
"
382,382,8,2,"Excelente limpeza.
"
3820,3820,22,4,"Excelente localização.
"
3821,3821,31,5,"Incrível localização.
"
3822,3822,25,2,"Confortável infraestrutura.
"
3823,3823,30,4,"Confortável infraestrutura.
"
3824,3824,22,3,"Excelente localização.
"
3825,3825,23,4,"Incrível serviços.
"
3826,3826,20,3,"Maravilhosa atendimento.
"
3827,3827,22,5,"Confortável limpeza.
"
3828,3828,29,5,"Incrível serviços.
"
3829,3829,17,5,"Incrível infraestrutura.
"
383,383,3,4,"Agradável atendimento.
"
3830,3830,29,4,"Agradável limpeza.
"
3831,3831,21,5,"Ótima limpeza.
"
3832,3832,24,4,"Ótima limpeza.
"
3833,3833,26,4,"Incrível atendimento.
"
3834,3834,36,2,"Incrível localização.
"
3835,3835,21,1,"Maravilhosa localização.
"
3836,3836,23,1,"Maravilhosa infraestrutura.
"
3837,3837,22,5,"Maravilhosa limpeza.
"
3838,3838,30,4,"Incrível limpeza.
"
3839,3839,29,1,"Confortável serviços.
"
384,384,5,2,"Agradável localização.
"
3840,3840,24,3,"Maravilhosa limpeza.
"
3841,3841,22,4,"Incrível serviços.
"
3842,3842,30,4,"Agradável limpeza.
"
3843,3843,32,2,"Agradável limpeza.
"
3844,3844,29,4,"Incrível infraestrutura.
"
3845,3845,19,2,"Incrível infraestrutura.
"
3846,3846,17,4,"Incrível atendimento.
"
3847,3847,30,2,"Agradável serviços.
"
3848,3848,24,2,"Excelente limpeza.
"
3849,3849,25,2,"Maravilhosa localização.
"
385,385,2,5,"Incrível serviços.
"
3850,3850,33,3,"Confortável localização.
"
3851,3851,29,4,"Agradável serviços.
"
3852,3852,25,5,"Agradável localização.
"
3853,3853,25,2,"Maravilhosa localização.
"
3854,3854,30,5,"Maravilhosa atendimento.
"
3855,3855,33,3,"Maravilhosa limpeza.
"
3856,3856,27,5,"Incrível serviços.
"
3857,3857,27,2,"Agradável limpeza.
"
3858,3858,15,5,"Maravilhosa limpeza.
"
3859,3859,25,4,"Excelente localização.
"
386,386,5,2,"Confortável limpeza.
"
3860,3860,23,3,"Agradável limpeza.
"
3861,3861,26,4,"Ótima atendimento.
"
3862,3862,27,2,"Incrível serviços.
"
3863,3863,29,5,"Ótima infraestrutura.
"
3864,3864,16,5,"Confortável serviços.
"
3865,3865,27,2,"Maravilhosa infraestrutura.
"
3866,3866,21,1,"Agradável limpeza.
"
3867,3867,30,5,"Incrível infraestrutura.
"
3868,3868,33,2,"Ótima localização.
"
3869,3869,25,1,"Ótima serviços.
"
387,387,4,3,"Maravilhosa limpeza.
"
3870,3870,23,2,"Excelente infraestrutura.
"
3871,3871,25,2,"Incrível infraestrutura.
"
3872,3872,20,1,"Incrível infraestrutura.
"
3873,3873,20,3,"Incrível localização.
"
3874,3874,8,1,"Ótima serviços.
"
3875,3875,28,3,"Incrível localização.
"
3876,3876,19,2,"Maravilhosa atendimento.
"
3877,3877,21,5,"Confortável localização.
"
3878,3878,23,4,"Excelente serviços.
"
3879,3879,26,5,"Ótima limpeza.
"
388,388,3,3,"Agradável limpeza.
"
3880,3880,2,1,"Excelente serviços.
"
3881,3881,15,2,"Agradável localização.
"
3882,3882,24,2,"Excelente serviços.
"
3883,3883,17,4,"Maravilhosa limpeza.
"
3884,3884,30,4,"Agradável infraestrutura.
"
3885,3885,35,5,"Excelente serviços.
"
3886,3886,25,4,"Excelente localização.
"
3887,3887,16,5,"Maravilhosa serviços.
"
3888,3888,30,3,"Incrível infraestrutura.
"
3889,3889,28,1,"Maravilhosa infraestrutura.
"
389,389,3,1,"Excelente serviços.
"
3890,3890,26,4,"Incrível localização.
"
3891,3891,20,5,"Maravilhosa infraestrutura.
"
3892,3892,26,3,"Agradável localização.
"
3893,3893,31,4,"Agradável atendimento.
"
3894,3894,31,2,"Agradável localização.
"
3895,3895,27,4,"Ótima localização.
"
3896,3896,19,2,"Maravilhosa infraestrutura.
"
3897,3897,29,5,"Maravilhosa localização.
"
3898,3898,8,5,"Incrível localização.
"
3899,3899,31,2,"Excelente serviços.
"
39,39,2,1,"Maravilhosa limpeza.
"
390,390,4,1,"Ótima atendimento.
"
3900,3900,31,3,"Ótima atendimento.
"
3901,3901,21,1,"Confortável localização.
"
3902,3902,32,1,"Excelente serviços.
"
3903,3903,15,5,"Excelente localização.
"
3904,3904,33,2,"Excelente atendimento.
"
3905,3905,29,3,"Ótima atendimento.
"
3906,3906,4,2,"Agradável serviços.
"
3907,3907,28,3,"Incrível localização.
"
3908,3908,27,1,"Ótima atendimento.
"
3909,3909,23,3,"Maravilhosa localização.
"
391,391,6,5,"Confortável infraestrutura.
"
3910,3910,22,4,"Maravilhosa serviços.
"
3911,3911,30,2,"Maravilhosa serviços.
"
3912,3912,16,2,"Agradável limpeza.
"
3913,3913,37,2,"Ótima serviços.
"
3914,3914,27,3,"Agradável localização.
"
3915,3915,25,5,"Agradável infraestrutura.
"
3916,3916,25,2,"Ótima infraestrutura.
"
3917,3917,35,1,"Incrível atendimento.
"
3918,3918,31,3,"Excelente limpeza.
"
3919,3919,34,5,"Maravilhosa localização.
"
392,392,5,3,"Maravilhosa localização.
"
3920,3920,7,5,"Ótima serviços.
"
3921,3921,36,3,"Ótima localização.
"
3922,3922,30,5,"Excelente limpeza.
"
3923,3923,32,2,"Ótima serviços.
"
3924,3924,31,3,"Ótima limpeza.
"
3925,3925,26,3,"Confortável limpeza.
"
3926,3926,28,2,"Incrível infraestrutura.
"
3927,3927,37,1,"Confortável infraestrutura.
"
3928,3928,27,5,"Incrível localização.
"
3929,3929,17,1,"Agradável atendimento.
"
393,393,2,3,"Maravilhosa atendimento.
"
3930,3930,29,5,"Confortável atendimento.
"
3931,3931,31,3,"Excelente limpeza.
"
3932,3932,21,2,"Ótima atendimento.
"
3933,3933,14,4,"Excelente serviços.
"
3934,3934,24,3,"Excelente infraestrutura.
"
3935,3935,17,2,"Confortável atendimento.
"
3936,3936,17,5,"Ótima limpeza.
"
3937,3937,24,4,"Excelente infraestrutura.
"
3938,3938,28,4,"Confortável limpeza.
"
3939,3939,21,4,"Agradável infraestrutura.
"
394,394,5,5,"Excelente localização.
"
3940,3940,35,4,"Ótima infraestrutura.
"
3941,3941,6,4,"Incrível localização.
"
3942,3942,29,2,"Confortável limpeza.
"
3943,3943,28,4,"Excelente limpeza.
"
3944,3944,17,2,"Agradável limpeza.
"
3945,3945,32,5,"Incrível infraestrutura.
"
3946,3946,23,1,"Maravilhosa limpeza.
"
3947,3947,29,3,"Incrível limpeza.
"
3948,3948,23,1,"Confortável atendimento.
"
3949,3949,20,2,"Ótima limpeza.
"
395,395,5,2,"Maravilhosa serviços.
"
3950,3950,29,2,"Ótima localização.
"
3951,3951,30,5,"Agradável infraestrutura.
"
3952,3952,24,3,"Agradável limpeza.
"
3953,3953,27,5,"Incrível limpeza.
"
3954,3954,25,3,"Excelente serviços.
"
3955,3955,31,5,"Agradável atendimento.
"
3956,3956,33,1,"Confortável infraestrutura.
"
3957,3957,35,2,"Confortável limpeza.
"
3958,3958,31,4,"Confortável serviços.
"
3959,3959,29,2,"Maravilhosa limpeza.
"
396,396,7,1,"Incrível localização.
"
3960,3960,30,2,"Confortável atendimento.
"
3961,3961,17,3,"Maravilhosa atendimento.
"
3962,3962,24,3,"Confortável serviços.
"
3963,3963,28,4,"Confortável atendimento.
"
3964,3964,12,2,"Incrível atendimento.
"
3965,3965,34,4,"Agradável infraestrutura.
"
3966,3966,23,2,"Maravilhosa limpeza.
"
3967,3967,31,3,"Incrível limpeza.
"
3968,3968,27,3,"Ótima serviços.
"
3969,3969,30,5,"Agradável atendimento.
"
397,397,7,3,"Ótima localização.
"
3970,3970,15,4,"Maravilhosa atendimento.
"
3971,3971,25,2,"Agradável limpeza.
"
3972,3972,15,1,"Excelente infraestrutura.
"
3973,3973,20,3,"Incrível serviços.
"
3974,3974,5,5,"Agradável limpeza.
"
3975,3975,28,4,"Agradável localização.
"
3976,3976,19,2,"Maravilhosa limpeza.
"
3977,3977,25,3,"Maravilhosa localização.
"
3978,3978,28,1,"Incrível infraestrutura.
"
3979,3979,13,2,"Excelente localização.
"
398,398,1,4,"Maravilhosa localização.
"
3980,3980,21,2,"Agradável limpeza.
"
3981,3981,26,1,"Agradável limpeza.
"
3982,3982,9,4,"Agradável limpeza.
"
3983,3983,21,4,"Confortável serviços.
"
3984,3984,24,2,"Confortável serviços.
"
3985,3985,33,5,"Excelente localização.
"
3986,3986,29,1,"Ótima atendimento.
"
3987,3987,27,3,"Incrível infraestrutura.
"
3988,3988,13,3,"Ótima atendimento.
"
3989,3989,20,4,"Confortável infraestrutura.
"
399,399,6,4,"Ótima infraestrutura.
"
3990,3990,25,1,"Confortável limpeza.
"
3991,3991,17,1,"Excelente limpeza.
"
3992,3992,36,1,"Agradável infraestrutura.
"
3993,3993,27,5,"Agradável localização.
"
3994,3994,32,4,"Maravilhosa localização.
"
3995,3995,25,5,"Excelente infraestrutura.
"
3996,3996,37,4,"Ótima limpeza.
"
3997,3997,25,4,"Confortável serviços.
"
3998,3998,26,1,"Excelente atendimento.
"
3999,3999,25,2,"Agradável atendimento.
"
4,4,1,4,"Excelente atendimento.
"
40,40,2,4,"Ótima serviços.
"
400,400,4,1,"Ótima infraestrutura.
"
4000,4000,32,2,"Ótima limpeza.
"
4001,4001,31,2,"Confortável serviços.
"
4002,4002,32,3,"Ótima atendimento.
"
4003,4003,25,1,"Agradável serviços.
"
4004,4004,30,4,"Ótima limpeza.
"
4005,4005,31,2,"Incrível atendimento.
"
4006,4006,22,2,"Maravilhosa limpeza.
"
4007,4007,23,4,"Incrível serviços.
"
4008,4008,26,5,"Incrível localização.
"
4009,4009,30,4,"Confortável limpeza.
"
401,401,2,3,"Agradável localização.
"
4010,4010,24,1,"Ótima infraestrutura.
"
4011,4011,10,5,"Agradável atendimento.
"
4012,4012,31,5,"Incrível limpeza.
"
4013,4013,31,4,"Agradável serviços.
"
4014,4014,21,1,"Confortável limpeza.
"
4015,4015,11,2,"Agradável serviços.
"
4016,4016,35,3,"Ótima atendimento.
"
4017,4017,27,5,"Excelente infraestrutura.
"
4018,4018,20,5,"Agradável serviços.
"
4019,4019,23,2,"Ótima localização.
"
402,402,2,4,"Maravilhosa atendimento.
"
4020,4020,25,4,"Ótima limpeza.
"
4021,4021,27,5,"Ótima infraestrutura.
"
4022,4022,26,4,"Ótima limpeza.
"
4023,4023,32,1,"Agradável serviços.
"
4024,4024,24,5,"Excelente localização.
"
4025,4025,21,2,"Maravilhosa atendimento.
"
4026,4026,23,4,"Agradável limpeza.
"
4027,4027,24,5,"Maravilhosa serviços.
"
4028,4028,14,5,"Agradável limpeza.
"
4029,4029,25,2,"Confortável limpeza.
"
403,403,4,2,"Excelente localização.
"
4030,4030,24,2,"Incrível localização.
"
4031,4031,15,5,"Excelente serviços.
"
4032,4032,27,4,"Agradável infraestrutura.
"
4033,4033,29,2,"Ótima serviços.
"
4034,4034,28,1,"Agradável serviços.
"
4035,4035,31,4,"Incrível infraestrutura.
"
4036,4036,16,1,"Ótima atendimento.
"
4037,4037,22,1,"Incrível localização.
"
4038,4038,26,3,"Agradável localização.
"
4039,4039,15,3,"Incrível atendimento.
"
404,404,9,4,"Confortável infraestrutura.
"
4040,4040,30,2,"Confortável infraestrutura.
"
4041,4041,28,1,"Maravilhosa atendimento.
"
4042,4042,31,5,"Agradável atendimento.
"
4043,4043,17,1,"Maravilhosa limpeza.
"
4044,4044,14,5,"Incrível atendimento.
"
4045,4045,25,1,"Maravilhosa limpeza.
"
4046,4046,27,2,"Confortável serviços.
"
4047,4047,26,2,"Maravilhosa atendimento.
"
4048,4048,28,4,"Excelente serviços.
"
4049,4049,30,1,"Confortável limpeza.
"
405,405,4,3,"Ótima infraestrutura.
"
4050,4050,30,3,"Ótima serviços.
"
4051,4051,21,1,"Agradável atendimento.
"
4052,4052,25,1,"Agradável serviços.
"
4053,4053,30,1,"Excelente atendimento.
"
4054,4054,25,1,"Agradável infraestrutura.
"
4055,4055,20,3,"Maravilhosa atendimento.
"
4056,4056,33,3,"Ótima limpeza.
"
4057,4057,33,4,"Excelente atendimento.
"
4058,4058,29,2,"Agradável serviços.
"
4059,4059,27,2,"Ótima limpeza.
"
406,406,7,5,"Agradável atendimento.
"
4060,4060,28,3,"Excelente serviços.
"
4061,4061,38,1,"Confortável limpeza.
"
4062,4062,24,1,"Confortável localização.
"
4063,4063,27,5,"Confortável atendimento.
"
4064,4064,29,4,"Maravilhosa serviços.
"
4065,4065,26,2,"Incrível localização.
"
4066,4066,22,1,"Confortável limpeza.
"
4067,4067,31,3,"Confortável serviços.
"
4068,4068,3,5,"Ótima limpeza.
"
4069,4069,33,2,"Excelente atendimento.
"
407,407,3,5,"Agradável localização.
"
4070,4070,31,4,"Excelente serviços.
"
4071,4071,28,4,"Incrível localização.
"
4072,4072,24,4,"Maravilhosa serviços.
"
4073,4073,16,2,"Confortável limpeza.
"
4074,4074,5,2,"Confortável limpeza.
"
4075,4075,20,4,"Ótima limpeza.
"
4076,4076,36,3,"Confortável atendimento.
"
4077,4077,23,4,"Excelente limpeza.
"
4078,4078,29,1,"Confortável serviços.
"
4079,4079,22,3,"Confortável localização.
"
408,408,1,2,"Excelente infraestrutura.
"
4080,4080,28,2,"Maravilhosa serviços.
"
4081,4081,32,2,"Ótima infraestrutura.
"
4082,4082,28,1,"Maravilhosa localização.
"
4083,4083,28,5,"Ótima localização.
"
4084,4084,18,2,"Confortável serviços.
"
4085,4085,21,1,"Agradável serviços.
"
4086,4086,29,3,"Agradável limpeza.
"
4087,4087,35,5,"Ótima infraestrutura.
"
4088,4088,1,5,"Maravilhosa limpeza.
"
4089,4089,24,2,"Excelente serviços.
"
409,409,5,3,"Confortável atendimento.
"
4090,4090,12,1,"Excelente serviços.
"
4091,4091,34,1,"Ótima atendimento.
"
4092,4092,29,2,"Excelente serviços.
"
4093,4093,32,1,"Ótima limpeza.
"
4094,4094,1,5,"Incrível serviços.
"
4095,4095,29,2,"Confortável infraestrutura.
"
4096,4096,26,3,"Agradável localização.
"
4097,4097,31,2,"Ótima atendimento.
"
4098,4098,1,5,"Confortável infraestrutura.
"
4099,4099,31,2,"Ótima localização.
"
41,41,1,1,"Agradável localização.
"
410,410,1,5,"Confortável atendimento.
"
4100,4100,38,5,"Excelente infraestrutura.
"
